element_type,osmid,name,parking,geometry,capacity,capacity:disabled,area,efficiency,area_percent
way,760594430,Regency Plaza Parking,surface,"POLYGON ((299134.7129255879 4632750.2579277605, 299122.0400942087 4632740.3469437985, 299124.16641055665 4632737.042217174, 299114.4981032621 4632731.102669651, 299134.367672111 4632708.484811586, 299132.3671648869 4632707.107646406, 299142.8360394324 4632695.133618676, 299145.6373058 4632697.199433034, 299147.49751016044 4632694.480057016, 299166.0691026689 4632710.481293249, 299162.77640265686 4632722.253203311, 299136.65055271046 4632752.059137238, 299134.7129255879 4632750.2579277605))",71,,1527.9901696065676,21.520988304317854,0.07569484130315324
way,760594432,,surface,"POLYGON ((299732.78033838526 4633324.674593783, 299742.77229321294 4633314.070545875, 299733.15935576166 4633304.728284563, 299729.55001584475 4633308.796784407, 299731.3268891793 4633311.6916689845, 299732.4384863588 4633316.349886765, 299732.9089193903 4633320.670514708, 299732.78033838526 4633324.674593783))",8,,118.38626681530498,14.798283351913122,0.0058647168400073136
way,760598455,Cathedral Square,surface,"POLYGON ((299234.5295667362 4632591.173064191, 299234.72364210826 4632590.389730123, 299234.9089194535 4632589.884454832, 299235.33855334716 4632588.905578622, 299236.5604225175 4632587.426567272, 299241.78117387963 4632580.356561768, 299247.074189203 4632573.195627289, 299248.3286144753 4632572.282436566, 299249.5723661713 4632571.580682923, 299250.5360358973 4632571.264635781, 299251.0072870159 4632571.173584807, 299251.92518397595 4632571.0032879375, 299253.61379073607 4632571.044660284, 299257.68579341006 4632572.185758104, 299271.70475653047 4632576.169508105, 299283.6872375716 4632579.566072608, 299284.8205940656 4632579.667527569, 299285.95395051717 4632579.768982709, 299287.0758763092 4632579.759635302, 299288.5646947833 4632579.495489723, 299290.90782592306 4632578.573894573, 299292.2296401561 4632577.692152796, 299293.3240698675 4632576.705685534, 299295.9731403922 4632571.88612953, 299298.310182304 4632572.520449725, 299299.3949798654 4632570.600809755, 299313.29782484693 4632546.529005538, 299321.35227503243 4632530.856096273, 299322.32510105317 4632528.206190427, 299325.9343057192 4632521.170484825, 299325.0908972871 4632520.738604449, 299327.6996034947 4632515.664613027, 299337.88663803285 4632520.834214685, 299341.9750890011 4632528.764595114, 299313.63677511865 4632560.64337494, 299308.53893321205 4632573.266082448, 299307.7170104809 4632572.711363028, 299306.14434790047 4632574.722516387, 299309.4119361841 4632577.408681851, 299284.17406890023 4632606.022204366, 299276.85124560026 4632617.262938877, 299267.18030956376 4632608.867408267, 299239.364054892 4632640.665160551, 299239.4963632664 4632642.117166631, 299230.81014638906 4632634.449612493, 299233.9339233029 4632630.550111731, 299253.5548965538 4632607.050632791, 299235.88194808556 4632594.035344821, 299235.0487695956 4632593.080902349, 299234.72975323757 4632592.378685717, 299234.6410681162 4632592.181158066, 299234.5295667362 4632591.173064191))",47,,3048.92886308821,64.87082687421724,0.15104036074753655
way,760598456,,surface,"POLYGON ((299341.88414270815 4632443.979296644, 299325.5797314808 4632454.794781592, 299327.2346976318 4632459.548791068, 299322.8601172184 4632457.404932095, 299320.265904368 4632459.744857144, 299331.0297913712 4632472.710264203, 299333.5453322021 4632472.006083851, 299334.629582189 4632474.498102264, 299331.19739856594 4632476.894935966, 299330.2759964024 4632477.532042553, 299336.06958543183 4632485.203312395, 299340.2328897195 4632488.997762005, 299342.52423413884 4632489.188886332, 299345.30675601074 4632489.110607579, 299340.60751802725 4632493.15438479, 299343.1179162584 4632496.995336817, 299347.60813925206 4632494.09090916, 299352.33526146726 4632499.903078873, 299366.2805116343 4632490.9208873, 299365.7133773038 4632489.081064565, 299368.37010737555 4632486.894971622, 299366.0533849048 4632483.437498533, 299372.8983549679 4632480.022354214, 299343.75687441276 4632442.88204433, 299341.88414270815 4632443.979296644))",50,,1512.4264025512546,30.24852805102509,0.074923830533081
way,760598457,,surface,"POLYGON ((299374.17551605694 4632524.836194678, 299377.9202430913 4632520.252553537, 299376.5747891676 4632519.112480831, 299376.28232294734 4632517.876115234, 299376.63278653607 4632515.854907686, 299380.6674874351 4632512.4188047, 299389.57055927336 4632504.74528851, 299386.16463429143 4632500.096077732, 299383.8511213885 4632499.11658083, 299380.95774006797 4632496.731003838, 299367.9495138599 4632507.109199779, 299361.20426918287 4632513.477452084, 299368.3763285184 4632519.031943761, 299374.17551605694 4632524.836194678))",12,2.0,339.93163718659423,28.327636432216185,0.016839814707306427
way,760598458,,surface,"POLYGON ((299389.16826428834 4632537.138219195, 299394.04498492077 4632533.789564626, 299389.34670356766 4632526.93199109, 299384.64110422437 4632531.931587435, 299389.16826428834 4632537.138219195))",3,2.0,48.15484378693212,16.05161459564404,0.0023855344955318056
way,760598459,,surface,"POLYGON ((299397.7924734805 4632549.697173345, 299399.1638288014 4632548.802946767, 299413.041646381 4632539.789402555, 299415.6978754511 4632543.792962076, 299407.5585470815 4632554.089725688, 299405.9596216123 4632555.168149721, 299402.5769115138 4632555.18549954, 299397.7924734805 4632549.697173345))",6,7.0,129.9662783592682,21.661046393211365,0.006438377033341328
way,760598461,,surface,"POLYGON ((299217.97687147855 4632823.755847327, 299216.83475109714 4632821.86554739, 299214.1099911401 4632816.019321668, 299213.74006406916 4632810.851334067, 299216.0627810254 4632805.074142256, 299228.34066125937 4632791.515790804, 299234.42623477837 4632785.054831287, 299245.7387556526 4632772.634934393, 299250.9171224154 4632778.534343718, 299246.740327309 4632782.230121047, 299234.7931061514 4632795.134607257, 299232.28014685854 4632792.382786221, 299226.3012611425 4632799.385254781, 299235.264958202 4632807.46725528, 299241.4490740518 4632801.259113409, 299243.8891968739 4632803.49070251, 299242.13875084015 4632805.384642653, 299240.74804401014 4632804.112521396, 299238.9167301821 4632806.086525929, 299238.4187908446 4632807.000651206, 299238.4462967221 4632807.97777241, 299239.23010984506 4632808.655792449, 299233.964180217 4632814.7047399, 299234.35481393896 4632815.2938156, 299222.5147101898 4632828.161975232, 299217.97687147855 4632823.755847327))",19,,652.1292808233354,34.32259372754397,0.03230571989463253
way,760598462,,surface,"POLYGON ((299379.6259491573 4632827.641125416, 299389.53736136266 4632816.527697859, 299376.07714659756 4632804.315941321, 299375.46583525743 4632804.155338936, 299373.7511045659 4632802.592272554, 299364.0393979332 4632813.122257149, 299367.00486309396 4632816.005852714, 299379.6259491573 4632827.641125416))",13,,312.55119405387404,24.042399542605697,0.015483419660422769
way,760598463,,surface,"POLYGON ((299389.53736136266 4632816.527697859, 299395.76773850387 4632809.5960878935, 299394.4919645405 4632807.976220245, 299395.3817820364 4632806.217651866, 299384.63453373767 4632795.596434698, 299376.07714659756 4632804.315941321, 299389.53736136266 4632816.527697859))",6,,207.39297678266877,34.56549613044479,0.010274004883810728
way,760598464,,surface,"POLYGON ((299386.82758299354 4632836.917451682, 299385.7394136832 4632843.148800005, 299388.1685306445 4632843.513855316, 299387.9776416832 4632845.297214456, 299390.50217990356 4632845.804048023, 299390.1948844368 4632847.290645739, 299392.6384246021 4632847.577509714, 299394.0133741399 4632842.971623873, 299394.487037548 4632842.080418184, 299395.6392167866 4632843.148140342, 299395.9620941998 4632845.761592826, 299397.37365360965 4632851.322555105, 299394.8921266569 4632856.481850938, 299388.40026142984 4632863.276358731, 299389.31725559296 4632863.961760147, 299383.8045252877 4632870.695393313, 299384.841119336 4632872.677584751, 299395.83217725845 4632882.514067934, 299408.8442563828 4632870.5244638575, 299397.0742790197 4632859.88755024, 299400.29499468463 4632853.229509777, 299401.01918210526 4632849.71983595, 299400.9251846209 4632847.85559101, 299406.7765065152 4632845.179600474, 299407.99549086543 4632844.189645393, 299406.49071211374 4632840.04258245, 299405.9884234004 4632837.256377065, 299395.09430045635 4632827.617172776, 299386.82758299354 4632836.917451682))",21,2.0,642.845872822539,30.611708229644716,0.03184583074786293
way,760606386,,surface,"POLYGON ((299513.3819572255 4633128.782506126, 299520.5621014477 4633127.258266574, 299519.06166327564 4633125.922507846, 299526.36868444923 4633117.971724726, 299527.8205613255 4633116.397394367, 299522.628096625 4633111.753911302, 299508.9533749411 4633127.362386132, 299509.8954948101 4633127.16921221, 299512.0234554794 4633127.765018799, 299513.3819572255 4633128.782506126))",7,,128.61806868338508,18.374009811912153,0.006371588306889229
way,760606387,,surface,"POLYGON ((299533.2766264585 4632789.183187898, 299549.6177817164 4632770.821777446, 299527.4861494939 4632750.852529846, 299511.4948954551 4632769.537527368, 299533.2766264585 4632789.183187898))",23,2.0,726.9194483750824,31.60519340761228,0.03601073709727815
way,760606388,,surface,"POLYGON ((299911.23594773683 4632243.764009795, 299896.1820277865 4632236.674333819, 299903.20398675685 4632222.364640126, 299918.19957487227 4632229.744889973, 299911.23594773683 4632243.764009795))",12,,263.40932594190554,21.95077716182546,0.013048989137199096
way,760606389,,surface,"POLYGON ((299826.1010452586 4632254.909162559, 299811.2357113211 4632248.025504471, 299806.0755641146 4632259.060458541, 299807.5458841193 4632259.319227719, 299806.11414448556 4632263.693239079, 299818.5275349143 4632269.70114319, 299826.1010452586 4632254.909162559))",10,,257.4053261868627,25.740532618686267,0.012751558029537483
way,760606390,Lot 105S,surface,"POLYGON ((299940.36124623346 4632438.680380278, 299904.4338368957 4632422.964047564, 299904.799297552 4632416.730864905, 299904.98618135497 4632413.614157106, 299916.16266602895 4632406.655431859, 299919.0763403979 4632411.252009267, 299920.4526607017 4632412.013493119, 299946.59729229216 4632425.992941984, 299940.36124623346 4632438.680380278))",16,,646.7241286147487,40.42025803842179,0.03203795499222239
way,760606391,Women & Infants Parking Lot,surface,"POLYGON ((299866.46177426097 4632383.858135827, 299881.0040546801 4632408.275172274, 299881.3390014391 4632408.954742317, 299885.2383987366 4632406.611752911, 299893.2766701822 4632419.054347186, 299915.0050030394 4632404.798802383, 299916.16266602895 4632406.655431859, 299919.0763403979 4632411.252009267, 299920.4526607017 4632412.013493119, 299946.78638691525 4632358.935592174, 299944.1614441303 4632356.631166311, 299938.5557736719 4632367.789638344, 299937.54262828256 4632368.418123084, 299938.28602331167 4632369.730756887, 299933.0326841583 4632373.000680812, 299934.7296199901 4632375.708952307, 299929.47234108945 4632379.134562978, 299917.9721726019 4632385.224465666, 299915.73481462477 4632381.92017678, 299898.2250798853 4632392.768102065, 299900.0018687489 4632395.951957917, 299891.03127286583 4632401.537561495, 299889.2209450377 4632398.343536237, 299876.23890158115 4632377.983176042, 299866.46177426097 4632383.858135827))",33,,1366.9861186776504,41.42382177811062,0.06771888941115436
way,760606392,Lot 233,surface,"POLYGON ((299856.5345291357 4632389.715097537, 299866.46177426097 4632383.858135827, 299881.3390014391 4632408.954742317, 299880.1450015702 4632409.654984298, 299879.490579103 4632408.55099495, 299870.7318173087 4632413.686187634, 299856.5345291357 4632389.715097537))",10,,323.23152942096135,32.32315294209614,0.016012510950901615
way,760606393,,surface,"POLYGON ((299862.1610050708 4632420.482975163, 299867.0840093553 4632417.588971809, 299866.3076921103 4632416.288380909, 299870.7318173087 4632413.686187634, 299856.5345291357 4632389.715097537, 299847.1956818219 4632395.2110792855, 299862.1610050708 4632420.482975163))",22,,310.5448670903812,14.11567577683551,0.01538402857524129
way,760606394,Lot 108,surface,"POLYGON ((299858.5590273519 4632467.789437125, 299862.6315235544 4632446.139370652, 299880.6157320875 4632450.13528332, 299876.34009698447 4632470.768697091, 299858.5590273519 4632467.789437125))",12,,392.6275224485836,32.718960204048635,0.01945030707275306
way,760606395,60 Ship Street Parking Lot,surface,"POLYGON ((299864.81777800387 4632487.616104499, 299867.5783702598 4632470.758950262, 299878.0447133124 4632472.565524906, 299884.26209673437 4632473.735682319, 299881.68606880226 4632490.654323757, 299864.81777800387 4632487.616104499))",14,,291.84394846111053,20.84599631865075,0.014457606994773721
way,760606396,Lot 105N,surface,"POLYGON ((299881.68606880226 4632490.654323757, 299884.26209673437 4632473.735682319, 299878.0447133124 4632472.565524906, 299882.46309982473 4632449.316698295, 299913.55309945316 4632456.756546487, 299926.15970154403 4632463.148125854, 299922.3200203307 4632471.767910983, 299919.39421961945 4632477.40617118, 299917.1120363199 4632482.281849009, 299896.5547087466 4632472.490703169, 299892.43197896366 4632492.353062257, 299881.68606880226 4632490.654323757))",43,,1142.5149366300009,26.570114805348858,0.05659885026417279
way,760606397,219 Richmond Street Praking Lot,surface,"POLYGON ((299894.614075299 4632493.39196826, 299898.1451132747 4632474.957482262, 299915.79781667114 4632483.141031341, 299912.952181538 4632491.043970836, 299906.80178749736 4632490.483091125, 299905.9587369127 4632495.396187516, 299894.614075299 4632493.39196826))",9,,262.62941471460476,29.18104607940053,0.013010353249511233
way,760606398,,surface,"POLYGON ((299849.9419710566 4632379.621133395, 299860.53433512873 4632372.878735083, 299844.3900595892 4632346.773154917, 299833.8283024325 4632354.014773598, 299849.9419710566 4632379.621133395))",14,,386.25407156525546,27.58957654037539,0.019134573789409238
way,760606399,,surface,"POLYGON ((299820.4552927488 4632398.817372922, 299828.50781642017 4632393.9908591295, 299830.1196037147 4632392.478792341, 299829.42062234157 4632390.675977403, 299831.6392841257 4632389.758061113, 299820.7854644342 4632374.149728545, 299809.2127952294 4632380.31963282, 299809.5992531512 4632381.353350554, 299820.4552927488 4632398.817372922))",9,,288.6072491291138,32.067472125457094,0.014297264705173392
way,760606400,,surface,"POLYGON ((299815.92849232384 4632401.6113899555, 299805.0724448495 4632384.147374163, 299800.5276047698 4632375.340577017, 299788.54350987246 4632382.844437593, 299793.9348690603 4632392.194199075, 299787.84903032763 4632396.009884169, 299790.0672467094 4632399.814731241, 299796.31923206744 4632410.5071604205, 299797.32367649965 4632412.234724503, 299815.92849232384 4632401.6113899555))",27,,556.3846093532022,20.606837383451936,0.027562641138818053
way,760791299,,surface,"POLYGON ((299610.32760004787 4632280.75879561, 299610.4132099821 4632277.000398826, 299611.840095719 4632265.9479236705, 299615.7372381057 4632253.75926362, 299620.0985201193 4632244.480129621, 299621.4929415418 4632241.740645312, 299623.7145985662 4632239.7446790915, 299626.2931501541 4632238.616567824, 299629.5597155355 4632238.60259585, 299631.5572369299 4632240.168895845, 299633.06394635787 4632241.426723481, 299636.37387812516 4632246.212092474, 299631.4455635902 4632249.806482516, 299619.91060404305 4632258.209222572, 299617.8584575943 4632272.157371635, 299619.8841266636 4632274.13403613, 299610.32760004787 4632280.75879561))",13,,366.11369881621715,28.16259221663209,0.018136843339731448
way,760791300,,surface,"POLYGON ((299631.4455635902 4632249.806482516, 299639.17026984214 4632259.646220948, 299644.1117625864 4632255.929229455, 299636.37387812516 4632246.212092474, 299631.4455635902 4632249.806482516))",4,,76.5188728804469,19.129718220111727,0.0037906552375745663
way,760791301,,surface,"POLYGON ((300130.22728780017 4631984.396356777, 300177.17460061726 4631985.103603117, 300177.09802849294 4631986.228094345, 300177.0321601007 4631987.141151291, 300185.90461777756 4631987.225999382, 300186.07933270046 4631959.629167742, 300189.93733537116 4631959.654455641, 300190.11142696824 4631944.203429351, 300141.9337802512 4631945.286300002, 300128.94670576905 4631982.009744639, 300128.7804172035 4631983.49234555, 300129.35136253247 4631984.287550076, 300130.22728780017 4631984.396356777))",58,2.0,2117.723945405018,36.5124818173279,0.10490956104291904
way,760791302,,surface,"POLYGON ((300234.9555739969 4632239.380227104, 300274.05686636374 4632258.898676191, 300280.4605703348 4632241.484143445, 300284.15127152106 4632241.180786818, 300296.39518435986 4632240.26014632, 300303.60167328134 4632226.279099693, 300315.0257727987 4632230.81537418, 300318.0670535066 4632228.39664776, 300320.57871700457 4632227.5484747505, 300323.50510711083 4632227.855488046, 300325.6807683054 4632228.961380364, 300353.31182796403 4632172.504100748, 300348.6944518341 4632170.588665531, 300339.7240155578 4632188.675028904, 300336.200681902 4632186.9401140865, 300332.2443874185 4632193.496005172, 300337.1960131095 4632194.87979391, 300330.92862819025 4632207.667718123, 300326.84290359565 4632206.926435546, 300324.52959776204 4632208.624702739, 300312.70978944993 4632203.910579251, 300308.69251644536 4632213.335174184, 300267.2552334572 4632194.115294751, 300267.79346165014 4632192.555609569, 300256.1729367842 4632187.83599568, 300253.3778740593 4632185.391762629, 300251.1207241993 4632181.37674047, 300250.9960416736 4632176.924184803, 300251.9187595153 4632175.142597298, 300245.8015878876 4632172.213552742, 300243.59884457884 4632170.14166802, 300241.6333879541 4632169.418844183, 300238.61289435247 4632173.470534453, 300229.43494187784 4632192.151819345, 300228.71154246747 4632194.816815384, 300223.31669149315 4632196.901451326, 300216.6150607411 4632194.177710514, 300205.7928426964 4632217.961199466, 300217.77110199706 4632221.503915686, 300226.546680872 4632228.825642726, 300227.2422484951 4632232.884391329, 300208.96271108056 4632268.511358624, 300217.4510275512 4632274.185379094, 300234.9555739969 4632239.380227104))",95,4.0,5667.779208599829,59.66083377473504,0.2807751360381733
way,760791303,Lot 98,surface,"POLYGON ((300187.36367977527 4632338.4573985245, 300188.0429605553 4632329.470706653, 300188.7051158333 4632317.795307148, 300190.5451664454 4632306.92033861, 300189.77704314736 4632307.097428213, 300189.34512007795 4632307.109527333, 300188.84083757375 4632306.912518868, 300188.4494206006 4632306.5901130065, 300188.22132851544 4632306.16312093, 300188.20888694446 4632305.718975624, 300188.3514641108 4632305.170476768, 300193.1904338015 4632295.411636689, 300186.78252343566 4632292.1907576695, 300185.943431542 4632293.692204709, 300185.5691210785 4632293.980498768, 300185.12733576284 4632293.937312632, 300178.0482971132 4632290.201848656, 300163.0829112544 4632320.379967818, 300167.14311432414 4632322.288665497, 300167.4464870547 4632325.402736149, 300168.0849068543 4632328.6074314555, 300169.07265546283 4632330.3355103135, 300181.16671853873 4632336.830795229, 300182.49362196063 4632337.015870882, 300186.0613270988 4632337.071500841, 300186.95577897574 4632337.54650023, 300187.36367977527 4632338.4573985245))",15,2.0,851.4549335653602,56.76366223769068,0.04218007900509716
way,760807680,,surface,"POLYGON ((300063.737345793 4632188.69330069, 300070.3515248641 4632174.650810153, 300057.7868337987 4632168.580039577, 300050.9739417201 4632182.650337521, 300063.737345793 4632188.69330069))",7,,218.67383653184535,31.239119504549336,0.010832845448012078
way,760807681,Lot 425,surface,"POLYGON ((300070.3515248641 4632174.650810153, 300057.7868337987 4632168.580039577, 300043.61900689604 4632161.665239184, 300042.8940368318 4632163.0857180925, 300010.41064941976 4632146.605506428, 300011.2952061126 4632144.947190283, 299996.3042264264 4632137.733297397, 299994.8952485865 4632137.883925768, 299980.73923754354 4632130.802225967, 299954.16347765946 4632117.490315864, 299971.7764107208 4632087.17082788, 300018.1797942614 4632109.416878713, 300024.00875605445 4632097.907752188, 300053.3000036061 4632112.010567011, 300049.2639182061 4632120.457964404, 300052.3904234378 4632121.970507616, 300044.96320274175 4632137.2581620375, 300080.3389144654 4632154.313095562, 300081.4294220826 4632154.9603864355, 300071.0708521981 4632174.80844674, 300070.3515248641 4632174.650810153))",110,1.0,4546.888341069806,41.335348555180055,0.22524751680114302
way,760807682,,surface,"POLYGON ((300092.0655253936 4632130.181796072, 300099.7086569329 4632113.3990921285, 300099.8343352771 4632111.950964695, 300099.36297792103 4632110.8529385505, 300095.0032011266 4632108.64152074, 300071.2726272808 4632096.882968234, 300067.3508608196 4632104.071453372, 300081.84966386156 4632111.521535245, 300083.0750432294 4632112.531754476, 300081.2039375094 4632115.473404783, 300081.58095722366 4632118.840993618, 300078.8693960232 4632123.82864728, 300092.0655253936 4632130.181796072))",15,,459.4079725848764,30.627198172325095,0.022758532266715783
way,760807683,,surface,"POLYGON ((300048.79311163555 4632259.653430947, 300051.9822321872 4632253.318890653, 300047.09757204185 4632250.766623577, 300043.6546948582 4632257.241627882, 300048.79311163555 4632259.653430947))",2,,40.32818819886725,20.164094099433626,0.0019978111551221286
way,760807684,,surface,"POLYGON ((300042.5738579135 4632292.820363261, 300046.1244636535 4632287.520247079, 300034.93576170545 4632281.599865011, 300030.28988323687 4632286.675107907, 300042.5738579135 4632292.820363261))",4,,85.60831377026088,21.40207844256522,0.004240935481109128
way,760807685,,surface,"POLYGON ((300089.7231873436 4632294.576919641, 300098.7035537234 4632276.278778023, 300088.0010994519 4632270.800294325, 300072.3012180877 4632263.194972516, 300071.68289468286 4632264.267976898, 300066.6766699139 4632274.876134893, 300074.2662040336 4632278.730533148, 300072.17055031355 4632282.556359496, 300081.7015329377 4632287.167551388, 300080.3463040537 4632289.828050675, 300089.7231873436 4632294.576919641))",18,,507.9207250137962,28.21781805632201,0.025161797136693163
way,760807686,,surface,"POLYGON ((299879.69670813804 4632311.011880158, 299889.09578641516 4632292.546119201, 299887.9805677578 4632291.610629235, 299872.1657596158 4632284.064522127, 299863.7256656578 4632302.63674856, 299879.69670813804 4632311.011880158))",6,,383.014386251439,63.835731041906506,0.01897408357777088
way,760807687,,surface,"POLYGON ((299796.6495909272 4632309.1418245165, 299790.11046144064 4632305.9916477045, 299783.28602976707 4632304.227420455, 299773.3570089238 4632323.941689796, 299798.9180168996 4632336.948015422, 299811.17016676976 4632344.027214302, 299818.11323302466 4632329.286248141, 299813.14889452275 4632326.858610882, 299815.33388678636 4632322.074526612, 299808.3454033899 4632318.314651885, 299804.37450844434 4632325.515799655, 299791.43188959896 4632319.900600355, 299796.6495909272 4632309.1418245165))",16,,772.3855661945565,48.27409788715978,0.03826307526114324
way,760807688,,surface,"POLYGON ((299774.47458425607 4632474.505400154, 299785.1197111923 4632474.684412411, 299785.58924886514 4632442.845352944, 299783.6445787965 4632436.643665755, 299781.3958132939 4632436.784576187, 299773.9653893255 4632441.56034791, 299774.56450188666 4632448.688795906, 299772.6978191755 4632448.818983659, 299774.47458425607 4632474.505400154))",30,,416.3310491626204,13.877701638754013,0.020624551991754114
way,760807689,,surface,"POLYGON ((299868.56036474695 4632629.882928658, 299876.4777737111 4632624.693535212, 299879.3564982373 4632627.15749752, 299855.2809161956 4632644.234943069, 299835.5960515888 4632619.017742892, 299837.86663375323 4632616.398171536, 299840.76122276817 4632615.872442294, 299868.56036474695 4632629.882928658))",8,,468.3905672228454,58.548820902855674,0.023203519472220314
way,760807690,,surface,"POLYGON ((299981.39847903943 4632513.30472002, 299986.5744483133 4632502.536146033, 299973.24379412003 4632496.109211026, 299966.9145348619 4632509.62155823, 299981.39847903943 4632513.30472002))",8,,197.92076128693242,24.740095160866552,0.009804762435134734
way,760807691,,surface,"POLYGON ((299800.87713018636 4632300.42218547, 299794.337995184 4632297.272004614, 299788.1468900441 4632294.378757992, 299794.49402984465 4632282.099221273, 299807.1878357463 4632287.732525356, 299805.93777456204 4632289.990085722, 299800.87713018636 4632300.42218547))",4,,194.55515637569312,48.63878909392328,0.009638034314291543
way,760807692,Lot 79,surface,"POLYGON ((299903.0769254799 4632519.490881178, 299906.6973931767 4632517.577995149, 299913.09373130824 4632523.054756836, 299939.91879008466 4632528.114059542, 299944.69077183085 4632529.024774285, 299943.71574144694 4632533.974904177, 299929.7139740435 4632531.478431185, 299925.22117296123 4632546.150558571, 299903.0769254799 4632519.490881178))",8,,370.43070255339484,46.303837819174355,0.01835070264281513
way,760807694,,surface,"POLYGON ((299889.9102146126 4632606.9035474695, 299897.52962807345 4632610.645782139, 299898.8021942918 4632611.265709794, 299900.1593765656 4632611.93882562, 299906.3289875003 4632614.966102293, 299921.74287466204 4632582.763400801, 299908.28116734367 4632576.106908101, 299899.17381772434 4632596.364694648, 299895.13901689695 4632594.766587437, 299889.9102146126 4632606.9035474695))",5,,577.7626340993868,115.55252681987736,0.028621683417181652
way,760807695,,surface,"POLYGON ((299971.8024199884 4632585.504212461, 299966.99434657814 4632585.083438747, 299961.34634817415 4632582.574874316, 299961.8491771526 4632580.349409395, 299960.37851582514 4632579.779475964, 299959.70625791 4632579.520521298, 299972.7719301663 4632552.495502456, 299975.0072628443 4632552.766184589, 299974.09552003007 4632562.04835951, 299971.8024199884 4632585.504212461))",10,,255.32799161620184,25.532799161620183,0.012648649310759394
way,760807696,,surface,"POLYGON ((299766.33690491214 4632381.834269754, 299770.533342784 4632380.005160137, 299774.68988640327 4632376.754787396, 299772.191798446 4632370.679761173, 299768.94743340724 4632366.4481164105, 299757.7840655063 4632372.0954461945, 299764.1266275513 4632381.274023612, 299766.33690491214 4632381.834269754))",4,,152.09424843598123,38.02356210899531,0.00753457072400427
way,760807697,,surface,"POLYGON ((299521.3806661505 4632638.033077409, 299512.3923073888 4632631.729407857, 299512.10347494454 4632631.804201444, 299511.7679285724 4632631.991432357, 299511.6616344784 4632632.35001768, 299511.64701699594 4632632.717138385, 299504.75602288626 4632627.099052942, 299505.21284563385 4632627.086211215, 299505.4730150135 4632626.8788740765, 299505.57743611163 4632626.453666789, 299505.2178553351 4632625.785917374, 299501.5511973302 4632621.910745353, 299503.17193967546 4632612.441852947, 299512.746631658 4632606.48314646, 299514.6854232793 4632609.806822847, 299515.3359007179 4632610.17747293, 299516.0505191518 4632610.168497914, 299516.6628488228 4632609.773463613, 299516.83059688634 4632609.235352319, 299516.72881115915 4632608.571468383, 299514.1446057786 4632604.465839637, 299538.1206385472 4632589.190212797, 299545.4189140613 4632600.130842913, 299538.4458994814 4632604.016145135, 299536.7302530679 4632604.786672418, 299534.43598135957 4632607.151426352, 299535.30426140514 4632609.060582269, 299535.90459030995 4632609.421531248, 299535.2653269769 4632610.928562411, 299537.6700745444 4632612.494498667, 299521.3806661505 4632638.033077409))",31,2.0,1008.1142708462366,32.51981518858828,0.049940798877520426
way,760819206,,surface,"POLYGON ((299859.5274870428 4633018.2921173265, 299861.37534967903 4633019.273710213, 299891.2364190321 4633004.034080795, 299891.5740112158 4633001.846579723, 299890.76889262267 4633000.702370672, 299887.9950877736 4633000.491282666, 299886.41411730525 4632997.468626437, 299859.5274870428 4633018.2921173265))",4,1.0,170.75309117283766,42.688272793209414,0.00845890791409922
way,760819207,,surface,"POLYGON ((299908.9902225206 4633034.528376155, 299910.2170248944 4633033.816099048, 299905.39701483905 4633024.072426682, 299904.0467699886 4633024.532583226, 299875.9118218629 4633039.079204963, 299881.2153016194 4633037.319080687, 299908.9902225206 4633034.528376155))",3,,175.10652759728336,58.368842532427784,0.008674572049789723
way,760819208,,surface,"POLYGON ((299764.18646895315 4632990.653846815, 299778.016702526 4633003.055908809, 299798.7347751544 4632980.127226081, 299784.89623389184 4632967.725357228, 299764.18646895315 4632990.653846815))",28,,574.0962483878836,20.503437442424417,0.0284400549681846
way,760819209,,surface,"POLYGON ((299606.5636110149 4632849.164183356, 299621.7069621312 4632836.392801387, 299608.1448723744 4632820.538625784, 299606.3000518622 4632822.035075886, 299594.22611318436 4632809.150572938, 299584.89854710747 4632819.458307417, 299602.8618983378 4632836.344460464, 299598.4947282602 4632841.256625838, 299606.5636110149 4632849.164183356))",23,,597.3435742706946,25.971459750899765,0.02959170023294122
way,760819210,Cathedral Square Apartments Parking Lot,surface,"POLYGON ((299344.3634507073 4632626.364583856, 299319.8516429545 4632603.673660793, 299349.51356277335 4632571.868782268, 299374.02505736443 4632594.548703029, 299344.3634507073 4632626.364583856))",56,3.0,1452.6145439850593,25.93954542830463,0.0719608211942313
way,760819211,Cathedral Square Apartments Parking Lot,surface,"POLYGON ((299286.78211221925 4632697.515322826, 299265.3219798426 4632678.9947740035, 299252.237883259 4632694.042577772, 299249.3108338389 4632697.547599145, 299219.54330577137 4632671.826789131, 299239.9636583012 4632648.382544704, 299262.1745475208 4632667.581979936, 299280.5174437559 4632646.51883194, 299309.3391412488 4632671.42195652, 299286.78211221925 4632697.515322826))",58,4.0,2471.378045206694,42.60996629666714,0.12242917045741555
way,760819212,,surface,"POLYGON ((299706.3502571364 4632169.193770535, 299721.8704185439 4632176.592235589, 299727.2686108644 4632166.339514215, 299711.42729060433 4632159.050065489, 299706.3502571364 4632169.193770535))",10,,198.38034162824488,19.83803416282449,0.009827529506346097
